row_key,label,game,score,run_count
zai-org/glm-5.1|structured_history|off|none,GLM 5.1 (None),assault,178.5,10
zai-org/glm-5.1|structured_history|off|none,GLM 5.1 (None),beam_rider,154.0,10
zai-org/glm-5.1|structured_history|off|none,GLM 5.1 (None),boxing,-2.2,10
zai-org/glm-5.1|structured_history|off|none,GLM 5.1 (None),breakout,1.8,10
zai-org/glm-5.1|structured_history|off|none,GLM 5.1 (None),demon_attack,39.0,10
zai-org/glm-5.1|structured_history|off|none,GLM 5.1 (None),fishing_derby,-10.4,10
zai-org/glm-5.1|structured_history|off|none,GLM 5.1 (None),freeway,3.0,10
zai-org/glm-5.1|structured_history|off|none,GLM 5.1 (None),gopher,2.0,10
zai-org/glm-5.1|structured_history|off|none,GLM 5.1 (None),journey_escape,-6344.444444444444,9
zai-org/glm-5.1|structured_history|off|none,GLM 5.1 (None),laser_gates,207.0,10
zai-org/glm-5.1|structured_history|off|none,GLM 5.1 (None),name_this_game,185.0,10
zai-org/glm-5.1|structured_history|off|none,GLM 5.1 (None),pacman,9.0,10
zai-org/glm-5.1|structured_history|off|none,GLM 5.1 (None),phoenix,146.0,10
zai-org/glm-5.1|structured_history|off|none,GLM 5.1 (None),qbert,230.0,10
zai-org/glm-5.1|structured_history|off|none,GLM 5.1 (None),riverraid,707.0,10
zai-org/glm-5.1|structured_history|off|none,GLM 5.1 (None),robotank,0.7,10
zai-org/glm-5.1|structured_history|off|none,GLM 5.1 (None),seaquest,15.555555555555555,9
zai-org/glm-5.1|structured_history|off|none,GLM 5.1 (None),tennis,-2.5,10
zai-org/glm-5.1|structured_history|off|none,GLM 5.1 (None),time_pilot,170.0,10
sample_factory_appo,Sample Factory APPO,air_raid,752.5,10
sample_factory_appo,Sample Factory APPO,assault,380.1,10
sample_factory_appo,Sample Factory APPO,beam_rider,220.0,10
sample_factory_appo,Sample Factory APPO,boxing,51.1,10
sample_factory_appo,Sample Factory APPO,breakout,7.0,10
sample_factory_appo,Sample Factory APPO,demon_attack,70.0,10
sample_factory_appo,Sample Factory APPO,fishing_derby,9.0,10
sample_factory_appo,Sample Factory APPO,freeway,4.0,10
sample_factory_appo,Sample Factory APPO,gopher,158.0,10
sample_factory_appo,Sample Factory APPO,journey_escape,-450.0,10
sample_factory_appo,Sample Factory APPO,laser_gates,515.0,10
sample_factory_appo,Sample Factory APPO,name_this_game,305.0,10
sample_factory_appo,Sample Factory APPO,pacman,562.0,10
sample_factory_appo,Sample Factory APPO,phoenix,326.0,10
sample_factory_appo,Sample Factory APPO,qbert,830.0,10
sample_factory_appo,Sample Factory APPO,riverraid,1983.0,10
sample_factory_appo,Sample Factory APPO,robotank,3.9,10
sample_factory_appo,Sample Factory APPO,seaquest,244.0,10
sample_factory_appo,Sample Factory APPO,tennis,1.1,10
sample_factory_appo,Sample Factory APPO,time_pilot,1090.0,10
random|structured_history|off|none,Random (None),air_raid,265.0,10
random|structured_history|off|none,Random (None),assault,102.9,10
random|structured_history|off|none,Random (None),beam_rider,127.6,10
random|structured_history|off|none,Random (None),boxing,-3.4,10
random|structured_history|off|none,Random (None),breakout,1.3,10
random|structured_history|off|none,Random (None),demon_attack,49.0,10
random|structured_history|off|none,Random (None),fishing_derby,-11.4,10
random|structured_history|off|none,Random (None),freeway,0.0,10
random|structured_history|off|none,Random (None),gopher,14.0,10
random|structured_history|off|none,Random (None),journey_escape,-6690.0,10
random|structured_history|off|none,Random (None),laser_gates,145.0,10
random|structured_history|off|none,Random (None),name_this_game,180.0,10
random|structured_history|off|none,Random (None),pacman,10.5,10
random|structured_history|off|none,Random (None),phoenix,188.0,10
random|structured_history|off|none,Random (None),qbert,120.0,10
random|structured_history|off|none,Random (None),riverraid,398.0,10
random|structured_history|off|none,Random (None),robotank,0.4,10
random|structured_history|off|none,Random (None),seaquest,32.0,10
random|structured_history|off|none,Random (None),tennis,-2.4210526315789473,19
random|structured_history|off|none,Random (None),time_pilot,140.0,10
